0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
0,25,49,74,98,122,147,171,195,219,243,267,290,314,337,360,383,405,427,450,471,493,514,535,555,576,596,615,634,653,671,689,707,724,741,757,773,788,803,817,831,845,858,870,882,893,904,914,924,933,941,949,957,964,970,976,981,985,989,992,995,997,999,1000,1000,1000,999,997,995,993,989,985,981,976,970,964,957,950,942,933,924,914,904,893,882,870,858,845,832,818,803,789,773,757,741,725,707,690,672,653,635,616,596,576,556,535,514,493,472,450,428,406,383,360,337,314,291,267,243,220,196,171,147,123,99,74,50,25,1,-24,-49,-73,-97,-122,-146,-170,-195,-219,-242,-266,-290,-313,-336,-359,-382,-405,-427,-449,-471,-492,-514,-534,-555,-575,-595,-615,-634,-653,-671,-689,-707,-724,-740,-757,-773,-788,-803,-817,-831,-844,-857,-870,-882,-893,-904,-914,-924,-933,-941,-949,-957,-964,-970,-976,-981,-985,-989,-992,-995,-997,-999,-1000,-1000,-1000,-999,-997,-995,-993,-989,-985,-981,-976,-970,-964,-957,-950,-942,-933,-924,-915,-904,-894,-882,-871,-858,-845,-832,-818,-804,-789,-774,-758,-742,-725,-708,-690,-672,-654,-635,-616,-597,-577,-556,-536,-515,-494,-472,-451,-428,-406,-384,-361,-338,-315,-291,-268,-244,-220,-196,-172,-148,-123,-99,-75,-50,-26
