0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
0,0.025,0.049,0.074,0.098,0.122,0.147,0.171,0.195,0.219,0.243,0.267,0.29,0.314,0.337,0.36,0.383,0.405,0.427,0.45,0.471,0.493,0.514,0.535,0.555,0.576,0.596,0.615,0.634,0.653,0.671,0.689,0.707,0.724,0.741,0.757,0.773,0.788,0.803,0.817,0.831,0.845,0.858,0.87,0.882,0.893,0.904,0.914,0.924,0.933,0.941,0.949,0.957,0.964,0.97,0.976,0.981,0.985,0.989,0.992,0.995,0.997,0.999,1,1,1,0.999,0.997,0.995,0.993,0.989,0.985,0.981,0.976,0.97,0.964,0.957,0.95,0.942,0.933,0.924,0.914,0.904,0.893,0.882,0.87,0.858,0.845,0.832,0.818,0.803,0.789,0.773,0.757,0.741,0.725,0.707,0.69,0.672,0.653,0.635,0.616,0.596,0.576,0.556,0.535,0.514,0.493,0.472,0.45,0.428,0.406,0.383,0.36,0.337,0.314,0.291,0.267,0.243,0.22,0.196,0.171,0.147,0.123,0.099,0.074,0.05,0.025,0.001,-0.024,-0.049,-0.073,-0.097,-0.122,-0.146,-0.17,-0.195,-0.219,-0.242,-0.266,-0.29,-0.313,-0.336,-0.359,-0.382,-0.405,-0.427,-0.449,-0.471,-0.492,-0.514,-0.534,-0.555,-0.575,-0.595,-0.615,-0.634,-0.653,-0.671,-0.689,-0.707,-0.724,-0.74,-0.757,-0.773,-0.788,-0.803,-0.817,-0.831,-0.844,-0.857,-0.87,-0.882,-0.893,-0.904,-0.914,-0.924,-0.933,-0.941,-0.949,-0.957,-0.964,-0.97,-0.976,-0.981,-0.985,-0.989,-0.992,-0.995,-0.997,-0.999,-1,-1,-1,-0.999,-0.997,-0.995,-0.993,-0.989,-0.985,-0.981,-0.976,-0.97,-0.964,-0.957,-0.95,-0.942,-0.933,-0.924,-0.915,-0.904,-0.894,-0.882,-0.871,-0.858,-0.845,-0.832,-0.818,-0.804,-0.789,-0.774,-0.758,-0.742,-0.725,-0.708,-0.69,-0.672,-0.654,-0.635,-0.616,-0.597,-0.577,-0.556,-0.536,-0.515,-0.494,-0.472,-0.451,-0.428,-0.406,-0.384,-0.361,-0.338,-0.315,-0.291,-0.268,-0.244,-0.22,-0.196,-0.172,-0.148,-0.123,-0.099,-0.075,-0.05,-0.026
